iid,gender,age,ageQuartile,race,white,field,discipline,income,incomeQuartiles,from,fromRegion,fromUSA,tot_rounds,round_num,pid,age_partner,race_partner,same_race,request,request_partner,match,like,prob_yes,like_partner,prob_yes_partner,attractive,sincere,intelligence,fun,ambitious,shared_interests,attractive_partner,sincere_partner,intelligence_partner,fun_partner,ambitious_partner,shared_interests_partner,attractive_self,sincere_self,intelligence_self,fun_self,ambitious_self,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,sports_num,tvsports_num,exercise_num,dining_num,museums_num,art_num,hiking_num,gaming_num,clubbing_num,reading_num,tv_num,theater_num,movies_num,concerts_num,music_num,shopping_num,yoga_num
111,m,27,old,AsianOrAsianAmericanOrPacificIslander,N,Business,business,,,Philippines,EastAsia,N,18,18,93,29,WhiteOrCaucasianAmerican,n,n,y,n,4,4,7,7,5,7,7,5,5,5,7,7,7,7,7,7,5,8,8,5,5,high,high,moderate,high,high,high,high,low,moderate,high,moderate,moderate,high,high,low,low,moderate,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,1,122,22,Other,y,y,y,y,8,8,9,7,7,7,7,9,7,8,9,9,9,9,9,9,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,2,123,18,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,4,5,8,2,4,8,7,4,9,3,9,7,7,6,4,5,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,3,124,22,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,1,2,6,6,5,1,6,2,8,1,6,7,7,4,4,5,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,4,125,21,WhiteOrCaucasianAmerican,n,y,y,y,8,5,8,8,7,7,8,8,7,8,9,8,9,9,8,7,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,5,126,22,WhiteOrCaucasianAmerican,n,y,y,y,8,5,6,7,5,7,9,6,8,7,7,8,7,6,6,6,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,6,127,22,WhiteOrCaucasianAmerican,n,y,y,y,8,8,10,10,10,6,7,8,8,8,10,7,9,10,8,10,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,7,128,21,WhiteOrCaucasianAmerican,n,y,y,y,9,9,9,8,9,10,8,8,7,9,10,9,8,9,9,7,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,8,129,,WhiteOrCaucasianAmerican,n,y,y,y,7,7,8,8,7,7,6,7,6,7,9,8,9,10,8,8,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,9,130,20,AsianOrAsianAmericanOrPacificIslander,n,y,n,n,7,5,5,2,8,8,8,8,8,8,5,5,5,2,1,2,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,f,20,youngest,Other,N,Sociology,socialscience,,,New Jersey,NorthAmerica,Y,10,10,131,19,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,2,5,5,1,2,7,6,2,5,1,5,5,5,5,5,5,9,10,9,9,9,moderate,moderate,high,low,moderate,high,high,high,high,high,moderate,moderate,moderate,high,high,moderate,moderate,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,1,122,22,Other,n,y,n,n,8,1,10,1,8,10,9,10,5,5,10,10,10,10,10,10,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,2,123,18,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,4,6,4,2,5,9,6,5,5,2,6,5,5,4,4,5,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,3,124,22,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,1,4,8,8,5,9,8,1,10,1,7,6,7,5,5,8,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,4,125,21,WhiteOrCaucasianAmerican,y,y,y,y,9,2,7,5,10,9,10,10,10,7,8,8,7,7,7,6,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,5,126,22,WhiteOrCaucasianAmerican,y,y,y,y,7,7,7,8,6,9,8,7,7,6,6,8,9,9,8,6,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,6,127,22,WhiteOrCaucasianAmerican,y,y,n,n,9,7,5,8,9,9,8,10,7,8,5,5,5,5,5,5,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,7,128,21,WhiteOrCaucasianAmerican,y,y,y,y,6,8,7,8,6,10,9,8,7,4,7,9,9,8,8,8,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,8,129,,WhiteOrCaucasianAmerican,y,n,n,n,9,8,7,7,6,9,7,8,7,9,7,8,8,7,7,7,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,9,130,20,AsianOrAsianAmericanOrPacificIslander,n,y,n,n,7,7,5,2,9,9,8,6,5,5,3,3,5,6,1,1,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,53923,high,Wisconsin,NorthAmerica,Y,10,10,131,19,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,3,5,5,1,4,9,8,3,6,2,5,5,5,5,5,5,8,10,8,10,9,moderate,moderate,moderate,high,high,high,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,1,122,22,Other,n,y,n,n,6,6,8,4,7,6,6,7,4,4,6,10,7,7,7,7,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,2,123,18,AsianOrAsianAmericanOrPacificIslander,n,y,n,n,7,7,4,1,8,7,6,6,5,4,4,6,6,5,4,5,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,3,124,22,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,2,2,7,2,4,3,4,2,9,3,5,6,8,7,7,7,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,4,125,21,WhiteOrCaucasianAmerican,n,n,n,n,5,4,5,7,7,5,5,6,5,3,5,8,8,6,7,5,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,5,126,22,WhiteOrCaucasianAmerican,n,n,n,n,6,5,6,6,5,6,5,5,5,7,6,7,7,6,7,7,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,6,127,22,WhiteOrCaucasianAmerican,n,n,n,n,2,1,3,,2,3,2,2,6,2,5,7,7,2,5,2,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,7,128,21,WhiteOrCaucasianAmerican,n,y,y,y,8,8,7,8,8,6,7,8,7,5,7,9,9,8,8,7,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,8,129,,WhiteOrCaucasianAmerican,n,n,n,n,5,5,7,7,5,6,5,4,6,3,6,9,8,7,,,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,9,130,20,AsianOrAsianAmericanOrPacificIslander,n,y,n,n,7,6,3,2,7,8,7,5,6,6,1,1,6,2,5,1,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,f,20,youngest,BlackOrAfricanAmerican,N,"Economics, English",humanities,,,New York,NorthAmerica,Y,10,10,131,19,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,5,6,5,1,5,6,4,5,3,3,5,5,5,5,5,5,7,9,6,8,7,moderate,high,low,low,low,low,moderate,moderate,moderate,moderate,high,moderate,moderate,moderate,high,low,moderate,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,1,122,22,Other,n,n,n,n,10,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,2,123,18,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,5,8,4,2,6,10,10,7,6,5,4,5,4,4,5,4,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,3,124,22,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,2,6,6,6,2,10,10,2,10,2,6,2,4,4,4,6,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,4,125,21,WhiteOrCaucasianAmerican,y,y,y,y,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,5,126,22,WhiteOrCaucasianAmerican,y,n,n,n,8,8,5,5,6,10,10,8,10,6,5,7,6,6,6,5,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,6,127,22,WhiteOrCaucasianAmerican,y,y,y,y,7,7,7,10,8,5,9,9,10,8,7,3,7,10,7,8,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,7,128,21,WhiteOrCaucasianAmerican,y,y,y,y,8,8,8,9,9,10,9,8,8,7,9,7,6,10,8,7,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,8,129,,WhiteOrCaucasianAmerican,y,n,y,n,6,8,7,7,6,10,8,8,10,5,8,8,8,7,6,10,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,9,130,20,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,6,8,6,2,6,9,9,9,9,5,6,5,5,4,3,2,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,f,21,youngest,WhiteOrCaucasianAmerican,Y,Psychology,socialscience,27094,lowest,New York,NorthAmerica,Y,10,10,131,19,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,,,,,,,,,,,,,,,,,8,7,9,8,8,low,moderate,high,moderate,low,low,low,low,high,high,low,low,low,low,moderate,high,low,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,1,122,22,Other,n,y,y,y,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,2,123,18,AsianOrAsianAmericanOrPacificIslander,n,y,n,n,8,7,4,2,7,10,8,8,8,6,6,5,5,4,4,6,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,3,124,22,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,3,5,7,7,4,4,8,2,10,0,5,4,3,2,5,4,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,4,125,21,WhiteOrCaucasianAmerican,y,y,y,y,10,10,10,9,10,8,8,9,8,8,10,10,10,10,10,10,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,5,126,22,WhiteOrCaucasianAmerican,y,n,n,n,7,6,7,3,6,9,10,7,9,4,7,6,8,9,7,7,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,6,127,22,WhiteOrCaucasianAmerican,y,y,y,y,7,6,7,8,8,6,6,7,5,6,7,7,7,7,5,5,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,7,128,21,WhiteOrCaucasianAmerican,y,n,y,n,6,3,6,7,7,8,8,6,6,3,7,7,7,7,8,6,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,8,129,,WhiteOrCaucasianAmerican,y,y,y,y,8,7,7,8,6,10,6,9,6,4,7,,8,8,8,8,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,9,130,20,AsianOrAsianAmericanOrPacificIslander,n,y,n,n,8,7,2,,10,7,7,7,6,5,3,7,2,1,1,1,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,f,21,youngest,WhiteOrCaucasianAmerican,Y,Political science,socialscience,,,France,WesternEurope,N,10,10,131,19,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,5,6,5,1,4,8,7,3,7,0,5,5,5,5,5,5,8,9,9,8,9,moderate,moderate,low,high,high,high,moderate,moderate,high,high,high,high,high,high,high,high,high,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,1,122,22,Other,n,y,n,n,8,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,2,123,18,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,7,2,6,2,7,10,8,7,8,4,6,6,5,6,5,6,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,3,124,22,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,2,1,7,8,4,8,7,5,9,3,8,7,6,5,5,5,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,4,125,21,WhiteOrCaucasianAmerican,y,y,y,y,10,9,10,9,10,10,10,10,10,10,10,5,6,10,10,10,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,5,126,22,WhiteOrCaucasianAmerican,y,n,n,n,7,4,7,3,6,10,9,7,8,6,7,7,7,7,7,8,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,6,127,22,WhiteOrCaucasianAmerican,y,n,y,n,7,2,7,10,8,6,7,6,8,5,7,7,8,8,10,6,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,7,128,21,WhiteOrCaucasianAmerican,y,n,y,n,8,1,8,8,7,8,6,6,6,6,8,8,9,9,7,7,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,8,129,,WhiteOrCaucasianAmerican,y,n,y,n,4,1,8,8,7,7,6,7,9,5,8,9,10,9,5,9,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,9,130,20,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,6,1,6,2,5,10,8,5,8,4,6,6,6,3,8,2,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,f,21,youngest,WhiteOrCaucasianAmerican,Y,Economics,socialscience,57213,highest,New York,NorthAmerica,Y,10,10,131,19,AsianOrAsianAmericanOrPacificIslander,n,n,n,n,,,,,,,,,,,,,,,,,8,7,8,8,8,moderate,high,moderate,high,moderate,moderate,low,moderate,high,moderate,moderate,moderate,low,moderate,low,high,moderate,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
119,f,19,youngest,LatinoOrHispanicAmerican,N,Polish,humanities,,,Puerto Rico,NorthAmerica,Y,10,1,122,22,Other,n,n,y,n,5,7,8,6,3,8,5,5,5,,9,9,8,7,8,7,8,10,10,10,10,moderate,moderate,high,high,high,high,moderate,high,high,high,moderate,high,high,high,high,moderate,high,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8
119,f,19,youngest,LatinoOrHispanicAmerican,N,Polish,humanities,,,Puerto Rico,NorthAmerica,Y,10,2,123,18,AsianOrAsianAmericanOrPacificIslander,n,y,n,n,5,7,5,2,,6,7,8,9,4,6,4,5,6,7,7,8,10,10,10,10,moderate,moderate,high,high,high,high,moderate,high,high,high,moderate,high,high,high,high,moderate,high,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8
119,f,19,youngest,LatinoOrHispanicAmerican,N,Polish,humanities,,,Puerto Rico,NorthAmerica,Y,10,3,124,22,AsianOrAsianAmericanOrPacificIslander,n,n,y,n,4,7,7,7,4,9,8,,8,,9,8,4,5,3,2,8,10,10,10,10,moderate,moderate,high,high,high,high,moderate,high,high,high,moderate,high,high,high,high,moderate,high,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8
